date,speaker,party,committee,text,url
2025-02-07,会議録情報,,予算委員会,令和七年二月七日（金曜日） 午前九時二分開議出席委員委員長安住淳君理事井上信治君理事齋藤健君理事牧島かれん君理事山下貴司君理事岡本あき子君理事奥野総一郎君理事山井和則君理事三木圭恵君理事浅野哲君伊藤達也君稲田朋美君今枝宗一郎君国光あやの君小泉進次郎君河野太郎君後藤茂之君小林茂樹君佐々木紀君高木啓君田所嘉徳君田中和徳君谷 公一君土屋品子君寺田稔君永岡桂子君中西健治君西銘恒三郎君長谷川淳二君平沢勝栄君深澤陽一君山田賢司君井坂信彦君今井雅人君大西健介君金子恵美君神谷裕君川内博史君黒岩宇洋君小宮山泰子君近藤和也君酒井なつみ君階 猛君篠原孝君田嶋要君辻 英之君藤岡たかお君本庄知史君米山隆一君早稲田ゆき君池下卓君猪口幸子君空本誠喜君徳安淳子君西田薫君菊池大二郎君長友慎治君橋本幹彦君赤羽一嘉君大森江里子君河西宏一君角田秀穂君福重隆浩君山口良治君櫛渕万里君八幡愛君田村貴昭君本村伸子君緒方林太郎君福島伸享君 ... 財務大臣加藤勝信君農林水産大臣江藤拓君経済産業大臣武藤容治君国土交通大臣中野洋昌君環境大臣浅尾慶一郎君国務大臣 （デジタル大臣） 平将明君国務大臣 （こども政策少子化対策若者活躍男女共同参画...,https://kokkai.ndl.go.jp/txt/121705261X00720250207/0
2025-02-07,安住淳,立憲民主党・無所属,予算委員会,○安住委員長これより会議を開きます。令和七年度一般会計予算、令和七年度特別会計予算、令和七年度政府関係機関予算、以上三案を一括して議題とし、一般的質疑、特に省庁別審査を行います。令和七年度総予算中、午前はデジタル庁、経済産業省及び環境省について、午後はこども家庭庁、農林水産省及び国土交通省について審査を行います。この際、お諮りいたします。三案審査のため、本日、政府参考人として、お手元に配付いたしておりますとおり、内閣府科学技術・イノベーション推進事務局審議官徳増伸二君外四十九名の出席を求め、説明を聴取し、また、会計検査院事務総局第四局長遠藤厚志君の出席を求め、説明を聴取いたしたいと存じますが、御異議ありませんか。〔「異議なし」と呼ぶ者あり〕,https://kokkai.ndl.go.jp/txt/121705261X00720250207/1
2025-02-07,安住淳,立憲民主党・無所属,予算委員会,○安住委員長御異議なしと認めます。よって、そのように決しました。―――――――――――――,https://kokkai.ndl.go.jp/txt/121705261X00720250207/2
2025-02-07,安住淳,立憲民主党・無所属,予算委員会,○安住委員長 デジタル庁、経済産業省及び環境省について審査を進めます。各予算の要点等について、順次政府から説明を聴取いたします。デジタル大臣平将明君。,https://kokkai.ndl.go.jp/txt/121705261X00720250207/3
2025-02-07,平将明,自由民主党・無所属の会,予算委員会,○平国務大臣令和七年度デジタル庁予算について、その要点を御説明申し上げます。デジタル庁におきましては、デジタル化による新しい付加価値を生み出し、誰一人取り残されないデジタル社会の実現を目指すための予算としてデジタル庁所管の歳出予算額を総額四千七百五十二億五千万円計上しております。前年度当初予算額より二百十一億五千七百万円の減額となっております。以下、主な措置内容について御説明を申し上げます。第一に、マイナンバーの利活用や、公金受取口座の登録を促進するための取組、準公共、相互連携分野のデジタル化推進に係る経費等を計上しております。第二に、国の情報システムを整備、運用するための年間を通じた一元的なプロジェクト監理を実施し、デジタル庁で整備をする共通基盤の利活用を前提としたシステムの統合、共通化等を実現するための経費等を計上しております。第三に、社会全体のデジタル化を推進、牽引していくため、司令塔となるデジタル庁の体制強化に必要な経費等を計上しております。以上、令和七年度デジタル庁予算の要点について御説明申し上げました。よろしく御審議のほどお願いいたします。,https://kokkai.ndl.go.jp/txt/121705261X00720250207/4
2025-02-07,安住淳,立憲民主党・無所属,予算委員会,○安住委員長次に、経済産業大臣武藤容治君。,https://kokkai.ndl.go.jp/txt/121705261X00720250207/5
2025-02-07,武藤容治,自由民主党・無所属の会,予算委員会,○武藤国務大臣経済産業省関係の令和七年度予算の概要を御説明いたします。長年続くデフレからの脱却を実現し、日本経済を成長軌道に乗せるため、政府では、近年、大胆な施策を展開してきております。昨年、三十三年ぶりに百兆円を超える国内投資や五％を超える賃上げが実現されるなど、ようやく明るい兆しが出始めています。この動きを本格化させ、賃上げと投資が牽引する成長型経済を実現してまいります。そのため、ＡＩ、半導体やＧＸを始め、これからの成長分野の国内投資を力強く後押しする施策を盛り込んでいます。また、エネルギーの安定供給、さらには中小企業の経営支援や資金繰り支援などのきめ細かい支援を始め、我が国経済の屋台骨を支える施策も盛り込んでいます。これらに加え、福島復興に着実に取り組むための施策なども含め、令和七年度予算では総額で二兆五百二十四億円を計上しています。委員各位におかれましては、よろしく御審議いただきますようお願い申し上げます。,https://kokkai.ndl.go.jp/txt/121705261X00720250207/6
2025-02-07,安住淳,立憲民主党・無所属,予算委員会,○安住委員長次に、環境大臣浅尾慶一郎君。,https://kokkai.ndl.go.jp/txt/121705261X00720250207/7
2025-02-07,浅尾慶一郎,自由民主党,予算委員会,○浅尾国務大臣令和七年度環境省所管予算の要点を御説明いたします。まず、グリーンな経済システムの構築、国土のストックとしての価値の向上、環境、経済、社会の統合の場としての地域づくり、環境を軸とした国際協調といった時代の要請に対応するため、ペロブスカイト太陽電池の導入支援、先進的な資源循環設備の導入支援、国立公園等の施設の整備、地域脱炭素の取組の推進、ＪＣＭの推進等のための予算を計上しています。また、環境省の不変の原点である国民の安全、安心の確保のため、公害健康被害対策、ＰＦＡＳ対策、熊に関する対策を含めた鳥獣保護管理、一般廃棄物処理施設及び浄化槽の整備、そして東日本大震災からの復興、創生等に取り組むとともに、原子力規制を厳格かつ適切に実施するための予算を計上しています。これらの施策を実行するために、一般会計予算に三千九十五億円余、ＧＸ推進対策費四百十九億円余を含むエネルギー対策特別会計に二千三百六十七億円余の総額五千四百六十三億円余を計上しています。また、復興庁の東日本大震災復興特別会計に環境省関係予算として二千五百三十五億円余が一括計上されています。以上、令和七年度環境省所管予算の要点...,https://kokkai.ndl.go.jp/txt/121705261X00720250207/8
2025-02-07,安住淳,立憲民主党・無所属,予算委員会,○安住委員長以上で説明は終わりました。―――――――――――――,https://kokkai.ndl.go.jp/txt/121705261X00720250207/9
2025-02-07,安住淳,立憲民主党・無所属,予算委員会,○安住委員長質疑の申出がありますので、順次これを許します。小泉進次郎君。,https://kokkai.ndl.go.jp/txt/121705261X00720250207/10
