date,speaker,party,committee,text,url
2025-03-07,堀内詔子,自由民主党・無所属の会,外務委員会,○堀内委員長これより会議を開きます。理事の補欠選任についてお諮りいたします。委員の異動に伴い、現在理事が一名欠員となっております。その補欠選任につきましては、先例により、委員長において指名するに御異議ありませんか。〔「異議なし」と呼ぶ者あり〕,https://kokkai.ndl.go.jp/txt/121703968X00120250307/1
2025-03-07,堀内詔子,自由民主党・無所属の会,外務委員会,○堀内委員長御異議なしと認めます。よって、そのように決しました。それでは、理事に杉本和巳君を指名いたします。――――◇―――――,https://kokkai.ndl.go.jp/txt/121703968X00120250307/2
2025-03-07,堀内詔子,自由民主党・無所属の会,外務委員会,○堀内委員長次に、国政調査承認要求に関する件についてお諮りいたします。国際情勢に関する事項について、本会期中国政に関する調査を行うため、衆議院規則第九十四条の規定により、議長に対し、承認を求めたいと存じますが、御異議ありませんか。〔「異議なし」と呼ぶ者あり〕,https://kokkai.ndl.go.jp/txt/121703968X00120250307/3
2025-03-07,堀内詔子,自由民主党・無所属の会,外務委員会,○堀内委員長御異議なしと認めます。よって、そのように決しました。――――◇―――――,https://kokkai.ndl.go.jp/txt/121703968X00120250307/4
2025-03-07,堀内詔子,自由民主党・無所属の会,外務委員会,○堀内委員長次に、国際情勢に関する件について調査を進めます。外務大臣から国際情勢に関して説明を聴取いたします。外務大臣岩屋毅君。,https://kokkai.ndl.go.jp/txt/121703968X00120250307/5
2025-03-07,岩屋毅,自由民主党・無所属の会,外務委員会,○岩屋国務大臣外務委員会の開催に当たり、堀内委員長を始め、理事、委員各位に御挨拶申し上げますとともに、外交政策の所信を申し述べます。ウクライナ侵略が国際秩序を揺るがし、安全保障環境も厳しさを増しています。国際社会の随所で法の支配に大きな挑戦がもたらされる中、日米同盟の強化、自由で開かれたインド太平洋の実現に向けた同盟国、同志国との連携、グローバルサウスとの連携の三点を重視しながら、法の支配に基づく自由で開かれた国際秩序を堅持することにより、我が国の平和と地域の安定を実現し、国際社会を分断から協調に導いてまいります。我が国の外交、安全保障の基軸である日米同盟の充実と強化は、石破政権の最優先事項です。先般の日米首脳会談の成果を踏まえ、日米同盟を新たな高みに引き上げてまいります。日米同盟の抑止力、対処力の一層の強化、拡大抑止の信頼性と強靱性の強化、在日米軍の態勢の最適化に向けた取組を進めてまいります。同時に、普天間飛行場の一日も早い全面返還を目指して辺野古移設を進めるなど、沖縄を始めとした地元の負担軽減と米軍の安定的駐留に取り組んでまいります。また、経済面では、双方に利益のある形で貿易を推進...,https://kokkai.ndl.go.jp/txt/121703968X00120250307/6
2025-03-07,堀内詔子,自由民主党・無所属の会,外務委員会,○堀内委員長以上で説明は終わりました。次に、令和七年度外務省関係予算について、その概要説明を聴取いたします。外務副大臣藤井比早之君。,https://kokkai.ndl.go.jp/txt/121703968X00120250307/7
2025-03-07,藤井比早之,自由民主党・無所属の会,外務委員会,○藤井副大臣令和七年度外務省所管予算案について、その概要を説明いたします。令和七年度一般会計予算案において、外務省予算は七千四百四十八億六十五万四千円を計上しております。また、そのうち、四千三百七十九億八千七百五十六万二千円が外務省所管のＯＤＡ予算となります。なお、そのほか、外務省関連のシステム予算については、デジタル庁所管分として百六十九億九十八万三千円が計上されています。ウクライナ侵略が国際秩序を揺るがし、安全保障環境も厳しさを増す中、日米同盟の強化、自由で開かれたインド太平洋の実現に向けた同盟国、同志国との連携、グローバルサウスとの連携の三点を重視し、我が国の平和と地域の安定を実現し、国際社会を分断から協調に導く外交を展開してまいります。予算案作成に当たっては、五本の柱を掲げ、めり張りをつけて、必要な予算を計上しました。また、対ウクライナ支援や中東情勢への対応などの喫緊の課題には、令和六年度補正予算も活用し、早急に対処しているところです。第一の柱は、「法の支配に基づく自由で開かれた国際秩序の維持・強化」です。自由で開かれたインド太平洋の実現に向けた取組、ＯＳＡ、政府安全保障能力強...,https://kokkai.ndl.go.jp/txt/121703968X00120250307/8
2025-03-07,堀内詔子,自由民主党・無所属の会,外務委員会,○堀内委員長以上で説明は終わりました。次回は、公報をもってお知らせすることとし、本日は、これにて散会いたします。午後零時四十七分散会,https://kokkai.ndl.go.jp/txt/121703968X00120250307/9
2025-03-07,宮崎政久,自由民主党・無所属の会,経済産業委員会,○宮崎委員長これより会議を開きます。国政調査承認要求に関する件についてお諮りいたします。経済産業の基本施策に関する事項資源エネルギーに関する事項特許に関する事項中小企業に関する事項私的独占の禁止及び公正取引に関する事項鉱業等に係る土地利用の調整に関する事項以上の各事項につきまして、議長に対し、国政調査の承認を求めたいと存じますが、御異議ありませんか。〔「異議なし」と呼ぶ者あり〕,https://kokkai.ndl.go.jp/txt/121704080X00120250307/1
2025-03-07,宮崎政久,自由民主党・無所属の会,経済産業委員会,○宮崎委員長御異議なしと認めます。よって、そのように決しました。――――◇―――――,https://kokkai.ndl.go.jp/txt/121704080X00120250307/2
2025-03-07,宮崎政久,自由民主党・無所属の会,経済産業委員会,○宮崎委員長経済産業の基本施策に関する件、私的独占の禁止及び公正取引に関する件並びに鉱業等に係る土地利用の調整に関する件について調査を進めます。この際、経済産業大臣から、経済産業の基本施策について所信を聴取いたします。武藤経済産業大臣。,https://kokkai.ndl.go.jp/txt/121704080X00120250307/3
2025-03-07,武藤容治,自由民主党・無所属の会,経済産業委員会,○武藤国務大臣第二百十七回国会における経済産業委員会の御審議に先立ち、経済産業行政を取り巻く諸課題及び取組につきまして、経済産業大臣、原子力経済被害担当大臣、ＧＸ実行推進担当大臣、産業競争力担当大臣、原子力損害賠償・廃炉等支援機構担当の内閣府特命担当大臣として申し上げます。我が国経済は、賃上げと投資が牽引する成長型経済へと移行できるか否かの分岐点にあります。明るい兆しも出始めており、一月には、経済界から、二〇三〇年度百三十五兆円、二〇四〇年度二百兆円という野心的な国内投資の官民目標が表明されました。特にＤＸ、ＧＸ等の戦略分野において、国内投資を積極的に推進していくことが重要です。世界では、米中対立、ウクライナ侵略等の地政学リスクの高まり、保護主義及び権威主義国の台頭等、国際情勢が大きく変化しています。こうした変化に対応した経済産業行政を進めてまいります。まずは、積極的な国内投資の拡大が何より重要です。中堅・中小企業の設備投資、ＤＸ、ＧＸ等の戦略分野の大型投資を促進してまいります。大型投資の経済効果は、中小企業を含め、地域に眠る投資意欲を覚醒させ、地方創生の起爆剤となる効果があります。官...,https://kokkai.ndl.go.jp/txt/121704080X00120250307/4
2025-03-07,宮崎政久,自由民主党・無所属の会,経済産業委員会,○宮崎委員長以上で大臣の所信表明は終わりました。この際、伊東国務大臣から発言を求められておりますので、これを許します。伊東国務大臣。,https://kokkai.ndl.go.jp/txt/121704080X00120250307/5
2025-03-07,伊東良孝,自由民主党・無所属の会,経済産業委員会,○伊東国務大臣公正取引委員会に関する事務を担当する大臣として、御挨拶申し上げます。公正取引委員会は、カルテル、入札談合、優越的地位の濫用行為を始めとした独占禁止法違反行為及び下請法違反行為、さらには昨年十一月に施行されたフリーランス・事業者間取引適正化法違反行為を取り締まるとともに、これらの行為を未然に防止します。独占禁止法等の執行強化の取組を進めることや、迅速かつ的確な企業結合審査の実施が重要です。また、デジタルプラットフォームをめぐる取引分野を始めとして、様々な分野における取引実態の把握や競争の活性化に関する唱導などを通じて、競争環境の整備を進めることも必要です。適切な価格転嫁を我が国の新たな商慣習としてサプライチェーン全体で定着させていくための取引環境を整備する観点から、協議に応じない一方的な価格決定の禁止や、下請事業者その他の用語を中小受託事業者等の用語に改め、併せて法律名を改めることなどを盛り込んだ下請法等の一部を改正する法律案を今国会に提出することを予定しています。また、中小企業の賃上げ実現には、労務費の転嫁が課題となっている中、公正取引委員会が令和五年十一月に内閣官房とと...,https://kokkai.ndl.go.jp/txt/121704080X00120250307/6
2025-03-07,宮崎政久,自由民主党・無所属の会,経済産業委員会,○宮崎委員長次に、令和六年における公正取引委員会の業務の概略について説明を聴取いたします。古谷公正取引委員会委員長。,https://kokkai.ndl.go.jp/txt/121704080X00120250307/7
2025-03-07,古谷一之,,経済産業委員会,○古谷政府特別補佐人令和六年における公正取引委員会の業務について、その概略を御説明申し上げます。公正取引委員会は、以下に申し述べる施策に重点を置いて、独占禁止法等の厳正な執行や競争政策の積極的な推進に取り組んでまいりました。重点施策の第一は、厳正かつ実効性のある独占禁止法の運用です。価格カルテル事件、入札談合事件及び受注調整事件について、排除措置命令及び課徴金納付命令を行いました。なお、課徴金納付命令による課徴金額については、延べ三十二名の事業者に対して、総額三十三億一千百三十八万円となっております。このほか、不公正な取引方法に係る事件について排除措置命令及び確約計画の認定を行い、令和六年においては、二十四件の法的措置を行いました。また、アマゾンジャパン合同会社らの独占禁止法違反被疑行為に対して審査を開始するなど、国民生活に密接に関連する多様な事件に対処しております。合併等の企業結合事案については、企業結合審査に関する独占禁止法の運用指針等に基づき、当事会社との意思疎通を密にしつつ、また、第三者からの情報収集などもしつつ、対象市場の実態に即して、迅速かつ的確な企業結合審査に努めました。...,https://kokkai.ndl.go.jp/txt/121704080X00120250307/8
2025-03-07,宮崎政久,自由民主党・無所属の会,経済産業委員会,○宮崎委員長次に、令和六年における鉱業等に係る土地利用の調整に関する事務の概要について説明を聴取いたします。永野公害等調整委員会委員長。,https://kokkai.ndl.go.jp/txt/121704080X00120250307/9
2025-03-07,永野厚郎,,経済産業委員会,○永野政府特別補佐人公害等調整委員会は、公害に係る紛争の迅速かつ適正な解決を図るとともに、鉱業等と一般公益又は他の産業との土地利用に関する調整などを行うことを任務として、総務省の外局として置かれている委員会でございます。当委員会が令和六年中に行った鉱業等に係る土地利用の調整に関する事務について御説明申し上げます。第一に、当委員会は、鉱業法等に基づく特定の許認可等の処分に不服がある者からの申請について裁定を行い、一般公益や他の産業との調整を図っております。令和六年に当委員会に係属した事件は、香川県において、岩石採取業者が行った岩石採取計画の認可申請に対し、岩石採取の権原に関する書面の不備などを理由として処分庁が行った不認可処分について事業者がその取消しを求めた不服裁定申請事件が一件あり、審理手続を進めております。当委員会は、不服裁定の制度を必要とする国民の確実な利用、裁定を踏まえた行政の運営改善に資するため、制度の周知及び結果の情報提供に努めてまいります。第二に、土地収用法に基づく審査請求に対して国土交通大臣が裁決を行う場合などには、当委員会の意見を求めること等とされております。令和六年...,https://kokkai.ndl.go.jp/txt/121704080X00120250307/10
