date,speaker,party,committee,text,url
2025-01-30,安住淳,立憲民主党・無所属,予算委員会,○安住委員長これより会議を開きます。理事辞任の件についてお諮りいたします。理事高木啓君から、理事辞任の申出があります。これを許可するに御異議ありませんか。〔「異議なし」と呼ぶ者あり〕,https://kokkai.ndl.go.jp/txt/121705261X00120250130/1
2025-01-30,安住淳,立憲民主党・無所属,予算委員会,○安住委員長御異議なしと認めます。よって、そのように決しました。引き続き、理事補欠選任の件についてお諮りいたします。ただいまの理事辞任に伴う補欠選任につきましては、先例により、委員長において指名するに御異議ありませんか。〔「異議なし」と呼ぶ者あり〕,https://kokkai.ndl.go.jp/txt/121705261X00120250130/2
2025-01-30,安住淳,立憲民主党・無所属,予算委員会,○安住委員長御異議なしと認めます。それでは、理事に齋藤健君を指名いたします。――――◇―――――,https://kokkai.ndl.go.jp/txt/121705261X00120250130/3
2025-01-30,安住淳,立憲民主党・無所属,予算委員会,○安住委員長次に、国政調査承認要求に関する件についてお諮りいたします。予算の実施状況に関する事項について、議長に対し、国政調査の承認を求めることとし、その手続につきましては、委員長に御一任願いたいと存じますが、御異議ありませんか。〔「異議なし」と呼ぶ者あり〕,https://kokkai.ndl.go.jp/txt/121705261X00120250130/4
2025-01-30,安住淳,立憲民主党・無所属,予算委員会,○安住委員長御異議なしと認めます。よって、そのように決しました。――――◇―――――,https://kokkai.ndl.go.jp/txt/121705261X00120250130/5
2025-01-30,安住淳,立憲民主党・無所属,予算委員会,○安住委員長この際、参考人出頭要求に関する件についてお諮りいたします。予算の実施状況に関する件の調査に関し、政治資金問題について、参考人として元清和政策研究会事務局長松本淳一郎君の出席を求め、意見を聴取することとし、その日時等につきましては、委員長に御一任願いたいと存じますが、これに賛成の諸君の起立を求めます。〔賛成者起立〕,https://kokkai.ndl.go.jp/txt/121705261X00120250130/6
2025-01-30,安住淳,立憲民主党・無所属,予算委員会,○安住委員長起立多数。よって、そのように決しました。――――◇―――――,https://kokkai.ndl.go.jp/txt/121705261X00120250130/7
2025-01-30,安住淳,立憲民主党・無所属,予算委員会,○安住委員長次に、令和七年度一般会計予算、令和七年度特別会計予算、令和七年度政府関係機関予算、以上三案を一括して議題とし、審査に入ります。まず、三案の趣旨について政府の説明を聴取いたします。財務大臣加藤勝信君。――――――――――――― 令和七年度一般会計予算令和七年度特別会計予算令和七年度政府関係機関予算 〔本号末尾に掲載〕 ―――――――――――――,https://kokkai.ndl.go.jp/txt/121705261X00120250130/8
2025-01-30,加藤勝信,自由民主党・無所属の会,予算委員会,○加藤国務大臣令和七年度予算の大要につきましては、既に本会議において申し述べたところでありますが、予算委員会での御審議をお願いするに当たり、改めて御説明申し上げます。令和七年度予算は、賃上げと投資が牽引する成長型経済への移行を確実なものとするとともに、我が国が直面する構造的な変化に的確に対応していくための予算としております。具体的には、官民連携の下でのＡＩ、半導体分野の投資促進やＧＸ投資促進の実施、こども未来戦略に基づく子育て支援の本格実施、防衛力の抜本強化の着実な実施といった、複数年度で計画的に取り組むこととしている重要課題への対応のほか、地方創生交付金の倍増や、内閣府防災担当の予算、定員の倍増など、重要政策に予算を重点的に配分しています。あわせて、公務員、教職員、保育士の給与改善や物価動向の反映などを行いつつ、政策的予算を適切に確保するなど、経済財政運営と改革の基本方針二〇二四に基づき、経済、物価動向等に配慮しつつ、これまでの歳出改革努力を継続しています。一般歳出につきましては、六十八兆二千四百五十二億円であり、これに地方交付税交付金等十九兆七百八十四億円及び国債費二十八兆二千百七...,https://kokkai.ndl.go.jp/txt/121705261X00120250130/9
2025-01-30,安住淳,立憲民主党・無所属,予算委員会,○安住委員長御静粛に。,https://kokkai.ndl.go.jp/txt/121705261X00120250130/10
2025-01-30,加藤勝信,自由民主党・無所属の会,予算委員会,○加藤国務大臣さらに、こども未来戦略に基づくこども・子育て支援加速化プランの取組を本格的に進めていくために必要な予算を確保いたしました。これらを含め、経済、物価動向等に配慮しつつ、社会保障関係費の実質的な伸びを高齢化による増加分に収めるとの方針に沿った姿を実現しております。これらの結果、三十八兆二千七百七十八億円を計上しております。文教及び科学振興費につきましては、教師を取り巻く環境整備のため、学校における働き方改革を進めるとともに、教職員の給与及び定数について必要な措置を講じるほか、科学技術立国の観点から、ＡＩ、量子等の重要分野の研究開発を戦略的に推進するとともに、国際性の高い研究や若手研究者への支援を強化することとしております。これらの結果、五兆五千四百九十六億円を計上しております。恩給関係費につきましては、六百二十三億円を計上しております。地方財政につきましては、地方の一般財源総額を適切に確保しつつ、臨時財政対策債の発行額を制度創設以来初めてのゼロとするとともに、交付税及び譲与税配付金特別会計の借入金償還額を増額するなど、地方財政の健全化を図ることとしております。これらの結果、地...,https://kokkai.ndl.go.jp/txt/121705261X00120250130/11
